id,review,Usa,Sup,Dep,Per
274,This app is useless and the only thing it does is tells lies. Uninstalling    ,0,0,1,0
275,I like the app as it gives you everything you need to know except the weather alert statement. All it says is weather alert remains in effect til a certain time but doesn't tell what the statement is.   ,0,0,1,0
276,"I hate that now the app only allows you to see minute cast I need to be able to see how the rest of the week will be, what will the minmax temperature, will it rain or not.... I have no need for how the weather will be in 10min     ",1,0,0,0
277,Accuweather has been my favorite weather app for the last several years but after the most recent redesign it's gone to the bottom of the list. What's with all the videos in the middle The shaded background is gone and that made it much easier to read.     ,1,0,0,0
278,"Additionally, while the UI is clean and organized, it can require a lot of scrolling. I'd prefer an option for a more layered approach that provides more current data at a glance but allows drill down to see forecast details.    ",1,0,0,0
279,All the words and images are jumbled together making it unreadable. Change the user interface and organize things on the screen     ,1,0,0,0
280,Also I'm having the same prob as other reviewers with the widget overlaying the fonts from different temps of the day so it's useless     ,1,0,0,0
281,"Been using AccuWeather from the beginning, and it has always been my absolute favorite weather app. Not anymore. They took something simple and beautiful and made it ugly and complicated. Many of the features are so difficult to find, I haven't even been able to find them yet. What's with all the new tapping and swiping AccuWeather  you really blew it. Horrible update     ",1,0,0,0
282,Clean interface is nice but too hard to get useful information off of.  I just want to know the forecast for the day and still don't know how to get it.  I just use the website.     ,1,0,0,0
283,"Extremely convoluted layout, much more difficult to use than it needs to be, but at least it's accurate. If you can change the user interface.     ",1,0,0,0
284,Fix the text issues in the widget please. It is very annoying.    ,1,0,0,0
285,Frequently tries to stack two city information on top of each other making it completely unreadable. Please fix this issue asap. It is so annoying.    ,1,0,0,0
286,Good map visualization. Could use a few more additions to its screen. Gives highlights of weather report first then shows map of moisture and rain and movements of the fronts.    ,1,0,0,0
287,"Beautiful UI, though I could do without the ugly splash screen on each location. The backgrounds are unnecessary. Please change it.     ",1,0,0,0
288,I hate the new format. It's difficult to navigate and now only displays five days instead of ten days Very disappointed.     ,1,0,0,0
289,"I have held on to the older Accuweather app, but I recenty updated.  Big mistake.  The older app had a great, colorful display.  Now the display has 95 white background with tiny, Applelike, fisherprice icons, and almost unreadable font.  I used Accuweather app for years, but I dumped this new piece of trash.  The Weather Channel app is now much better, trying to be informative and easy to read, rather than Accuweather's toohipforitsowngood illegible new format.     ",1,0,0,0
290,"I just wanted a 35 day forecast, without having to tap precipitation or real feel or hourly temperature and having to scroll hourly....     ",1,0,0,0
291,"I like that I now have the ability to reorder or totally not display  information. For instance, I no longer display the allergy information at all as I don't care for how it's displayed graphic is ugly.     ",1,0,0,0
292,I like the 120 minute rain forecast. It helps me plan when to take a walk. The radar feature could use some improvement though     ,1,0,0,0
293,I love everything about this app except the widget. For some reason it doesn't update on the iPhone 7 and when it does update it tries to write over itself. I use the widget quite a bit and it's disappointing considering AccuWeather really is the best weather app for iOS. If the widget is fixed I will be more than happy to give it 5 stars again.     ,0,1,0,0
294,"I loved this app's iOS 10 widget, however with the latest update, when the time of day changes into another forecast range e.g. Day into evening for example the widget leaves the previous font active so it shows font on top of font. Totally unusable now. It would have gotten more stars from me if it wasn't for this. It needs to be fixed. A reboot or remove the widget fixes the issue until 12 hrs later and font on top of font is back again.    ",1,1,0,0
295,"I really like all the weather related info provided, but on the current IOS, when you add the app to the summarysearch screen the text is illegible. I guess it's providing temps for every day of the week and not just the current temp, and in doing so the numbers overwrite on another.    ",1,0,0,0
296,I tried this last update and gave it a month. Colors made it hard to see.     ,1,0,0,0
297,"I use to LOVE this app and use it all the time. I made the mistake of updating and the new version is so non user friendly, complicated  frustrating that I am deleting the app from my phone. That's saying a lot because I have over one hundred apps and accuweather was one of my top three most used apps. I'm not happy about this and I never write reviews but I really hope they consider bringing the old format back that was user friendly.     ",1,0,0,0
298,I usually look at the widget which if great for this app except it's broken. The text is overlaid and is unreadable.     ,1,0,0,0
299,It was the best app 2 years ago and it is not user friendly at all. Please change the user interface.      ,1,0,0,0
300,Like app a lot Just a very few tweaks to radar such as ease to put into motion but for the most part you got it solid    ,1,0,0,0
301,"Lots of data, but very difficult to navigate. The UX is sort of crazy. I just want to see tomorrow and after 2 minutes poking around I still can't see tomorrow. WHy does it have to be so nonintuitive     ",1,0,0,0
302,Love the app until the last update. Now script is superimposing on every word. Hopefully it's fixed soon.    ,1,0,0,0
303,"Most importantly, it's accurate and provides the necessary information. The layout could use some improvement, or maybe I will grow to like it the more I use it.    ",1,0,1,0
304,My only real complaint is that there is WAY too much white space. I like my weather apps compact with every feature including maps viewable with minimum scrolling. I don't like having to go from page to page to access features.     ,1,0,0,0
305,"My primary requirement of a weather app is to give me a good forecast, and AccuWeather does that. I don't find this app attractive. I don't like the white backgrounds the minute cast is a gimmick I don't like having to scroll through a bunch of suggested videos to get to to the written forecast I don't like having to hit the  to get to another favorite city. The swiping set up is confusing. Butthe radar is excellent, and the weather forecast is better than anybody else's. So I put up with the bad layout of the app.     ",1,0,0,0
